Module ID,Module Title,Lesson ID,Lesson Title,State,Item Type,Item Detail
M01,Thai Script Fundamentals,M01-L009,Reading Drills — Syllables to Words,PLANNED,Word/Phrase,TBD (lesson content not authored yet)
M01,Thai Script Fundamentals,M01-L009,Reading Drills — Syllables to Words,PLANNED,Grammar,Syllable decoding and chunking into full-word reading.
M01,Thai Script Fundamentals,M01-L010,Greetings & Politeness Particles,PLANNED,Word/Phrase,TBD (lesson content not authored yet)
M01,Thai Script Fundamentals,M01-L010,Greetings & Politeness Particles,PLANNED,Grammar,Politeness particles (ครับ/ค่ะ/คะ) and register-appropriate greetings.
M02,Survival Thai,M02-L001,Placeholder Lesson 001,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M02,Survival Thai,M02-L001,Placeholder Lesson 001,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M02,Survival Thai,M02-L002,Placeholder Lesson 002,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M02,Survival Thai,M02-L002,Placeholder Lesson 002,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M02,Survival Thai,M02-L003,Placeholder Lesson 003,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M02,Survival Thai,M02-L003,Placeholder Lesson 003,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M02,Survival Thai,M02-L004,Placeholder Lesson 004,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M02,Survival Thai,M02-L004,Placeholder Lesson 004,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M02,Survival Thai,M02-L005,Placeholder Lesson 005,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M02,Survival Thai,M02-L005,Placeholder Lesson 005,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M02,Survival Thai,M02-L006,Placeholder Lesson 006,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M02,Survival Thai,M02-L006,Placeholder Lesson 006,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M02,Survival Thai,M02-L007,Placeholder Lesson 007,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M02,Survival Thai,M02-L007,Placeholder Lesson 007,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M02,Survival Thai,M02-L008,Placeholder Lesson 008,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M02,Survival Thai,M02-L008,Placeholder Lesson 008,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M02,Survival Thai,M02-L009,Placeholder Lesson 009,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M02,Survival Thai,M02-L009,Placeholder Lesson 009,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M02,Survival Thai,M02-L010,Placeholder Lesson 010,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M02,Survival Thai,M02-L010,Placeholder Lesson 010,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M03,Sentence Building Essentials,M03-L001,Placeholder Lesson 001,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M03,Sentence Building Essentials,M03-L001,Placeholder Lesson 001,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M03,Sentence Building Essentials,M03-L002,Placeholder Lesson 002,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M03,Sentence Building Essentials,M03-L002,Placeholder Lesson 002,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M03,Sentence Building Essentials,M03-L003,Placeholder Lesson 003,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M03,Sentence Building Essentials,M03-L003,Placeholder Lesson 003,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M03,Sentence Building Essentials,M03-L004,Placeholder Lesson 004,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M03,Sentence Building Essentials,M03-L004,Placeholder Lesson 004,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M03,Sentence Building Essentials,M03-L005,Placeholder Lesson 005,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M03,Sentence Building Essentials,M03-L005,Placeholder Lesson 005,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M03,Sentence Building Essentials,M03-L006,Placeholder Lesson 006,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M03,Sentence Building Essentials,M03-L006,Placeholder Lesson 006,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M03,Sentence Building Essentials,M03-L007,Placeholder Lesson 007,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M03,Sentence Building Essentials,M03-L007,Placeholder Lesson 007,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M03,Sentence Building Essentials,M03-L008,Placeholder Lesson 008,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M03,Sentence Building Essentials,M03-L008,Placeholder Lesson 008,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M03,Sentence Building Essentials,M03-L009,Placeholder Lesson 009,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M03,Sentence Building Essentials,M03-L009,Placeholder Lesson 009,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M03,Sentence Building Essentials,M03-L010,Placeholder Lesson 010,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M03,Sentence Building Essentials,M03-L010,Placeholder Lesson 010,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M04,High-Frequency Vocabulary Systems,M04-L001,Placeholder Lesson 001,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M04,High-Frequency Vocabulary Systems,M04-L001,Placeholder Lesson 001,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M04,High-Frequency Vocabulary Systems,M04-L002,Placeholder Lesson 002,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M04,High-Frequency Vocabulary Systems,M04-L002,Placeholder Lesson 002,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M04,High-Frequency Vocabulary Systems,M04-L003,Placeholder Lesson 003,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M04,High-Frequency Vocabulary Systems,M04-L003,Placeholder Lesson 003,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M04,High-Frequency Vocabulary Systems,M04-L004,Placeholder Lesson 004,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M04,High-Frequency Vocabulary Systems,M04-L004,Placeholder Lesson 004,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M04,High-Frequency Vocabulary Systems,M04-L005,Placeholder Lesson 005,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M04,High-Frequency Vocabulary Systems,M04-L005,Placeholder Lesson 005,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M04,High-Frequency Vocabulary Systems,M04-L006,Placeholder Lesson 006,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M04,High-Frequency Vocabulary Systems,M04-L006,Placeholder Lesson 006,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M04,High-Frequency Vocabulary Systems,M04-L007,Placeholder Lesson 007,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M04,High-Frequency Vocabulary Systems,M04-L007,Placeholder Lesson 007,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M04,High-Frequency Vocabulary Systems,M04-L008,Placeholder Lesson 008,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M04,High-Frequency Vocabulary Systems,M04-L008,Placeholder Lesson 008,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M04,High-Frequency Vocabulary Systems,M04-L009,Placeholder Lesson 009,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M04,High-Frequency Vocabulary Systems,M04-L009,Placeholder Lesson 009,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M04,High-Frequency Vocabulary Systems,M04-L010,Placeholder Lesson 010,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M04,High-Frequency Vocabulary Systems,M04-L010,Placeholder Lesson 010,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M05,Listening + Speaking Patterns,M05-L001,Placeholder Lesson 001,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M05,Listening + Speaking Patterns,M05-L001,Placeholder Lesson 001,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M05,Listening + Speaking Patterns,M05-L002,Placeholder Lesson 002,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M05,Listening + Speaking Patterns,M05-L002,Placeholder Lesson 002,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M05,Listening + Speaking Patterns,M05-L003,Placeholder Lesson 003,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M05,Listening + Speaking Patterns,M05-L003,Placeholder Lesson 003,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M05,Listening + Speaking Patterns,M05-L004,Placeholder Lesson 004,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M05,Listening + Speaking Patterns,M05-L004,Placeholder Lesson 004,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M05,Listening + Speaking Patterns,M05-L005,Placeholder Lesson 005,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M05,Listening + Speaking Patterns,M05-L005,Placeholder Lesson 005,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M05,Listening + Speaking Patterns,M05-L006,Placeholder Lesson 006,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M05,Listening + Speaking Patterns,M05-L006,Placeholder Lesson 006,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M05,Listening + Speaking Patterns,M05-L007,Placeholder Lesson 007,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M05,Listening + Speaking Patterns,M05-L007,Placeholder Lesson 007,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M05,Listening + Speaking Patterns,M05-L008,Placeholder Lesson 008,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M05,Listening + Speaking Patterns,M05-L008,Placeholder Lesson 008,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M05,Listening + Speaking Patterns,M05-L009,Placeholder Lesson 009,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M05,Listening + Speaking Patterns,M05-L009,Placeholder Lesson 009,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M05,Listening + Speaking Patterns,M05-L010,Placeholder Lesson 010,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M05,Listening + Speaking Patterns,M05-L010,Placeholder Lesson 010,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M06,Reading in the Wild,M06-L001,Placeholder Lesson 001,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M06,Reading in the Wild,M06-L001,Placeholder Lesson 001,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M06,Reading in the Wild,M06-L002,Placeholder Lesson 002,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M06,Reading in the Wild,M06-L002,Placeholder Lesson 002,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M06,Reading in the Wild,M06-L003,Placeholder Lesson 003,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M06,Reading in the Wild,M06-L003,Placeholder Lesson 003,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M06,Reading in the Wild,M06-L004,Placeholder Lesson 004,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M06,Reading in the Wild,M06-L004,Placeholder Lesson 004,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M06,Reading in the Wild,M06-L005,Placeholder Lesson 005,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M06,Reading in the Wild,M06-L005,Placeholder Lesson 005,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M06,Reading in the Wild,M06-L006,Placeholder Lesson 006,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M06,Reading in the Wild,M06-L006,Placeholder Lesson 006,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M06,Reading in the Wild,M06-L007,Placeholder Lesson 007,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M06,Reading in the Wild,M06-L007,Placeholder Lesson 007,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M06,Reading in the Wild,M06-L008,Placeholder Lesson 008,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M06,Reading in the Wild,M06-L008,Placeholder Lesson 008,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M06,Reading in the Wild,M06-L009,Placeholder Lesson 009,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M06,Reading in the Wild,M06-L009,Placeholder Lesson 009,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M06,Reading in the Wild,M06-L010,Placeholder Lesson 010,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M06,Reading in the Wild,M06-L010,Placeholder Lesson 010,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M07,Real-World Scenarios,M07-L001,Placeholder Lesson 001,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M07,Real-World Scenarios,M07-L001,Placeholder Lesson 001,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M07,Real-World Scenarios,M07-L002,Placeholder Lesson 002,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M07,Real-World Scenarios,M07-L002,Placeholder Lesson 002,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M07,Real-World Scenarios,M07-L003,Placeholder Lesson 003,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M07,Real-World Scenarios,M07-L003,Placeholder Lesson 003,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M07,Real-World Scenarios,M07-L004,Placeholder Lesson 004,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M07,Real-World Scenarios,M07-L004,Placeholder Lesson 004,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M07,Real-World Scenarios,M07-L005,Placeholder Lesson 005,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M07,Real-World Scenarios,M07-L005,Placeholder Lesson 005,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M07,Real-World Scenarios,M07-L006,Placeholder Lesson 006,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M07,Real-World Scenarios,M07-L006,Placeholder Lesson 006,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M07,Real-World Scenarios,M07-L007,Placeholder Lesson 007,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M07,Real-World Scenarios,M07-L007,Placeholder Lesson 007,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M07,Real-World Scenarios,M07-L008,Placeholder Lesson 008,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M07,Real-World Scenarios,M07-L008,Placeholder Lesson 008,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M07,Real-World Scenarios,M07-L009,Placeholder Lesson 009,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M07,Real-World Scenarios,M07-L009,Placeholder Lesson 009,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M07,Real-World Scenarios,M07-L010,Placeholder Lesson 010,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M07,Real-World Scenarios,M07-L010,Placeholder Lesson 010,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M08,Consolidation + Next Steps,M08-L001,Placeholder Lesson 001,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M08,Consolidation + Next Steps,M08-L001,Placeholder Lesson 001,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M08,Consolidation + Next Steps,M08-L002,Placeholder Lesson 002,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M08,Consolidation + Next Steps,M08-L002,Placeholder Lesson 002,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M08,Consolidation + Next Steps,M08-L003,Placeholder Lesson 003,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M08,Consolidation + Next Steps,M08-L003,Placeholder Lesson 003,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M08,Consolidation + Next Steps,M08-L004,Placeholder Lesson 004,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M08,Consolidation + Next Steps,M08-L004,Placeholder Lesson 004,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M08,Consolidation + Next Steps,M08-L005,Placeholder Lesson 005,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M08,Consolidation + Next Steps,M08-L005,Placeholder Lesson 005,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M08,Consolidation + Next Steps,M08-L006,Placeholder Lesson 006,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M08,Consolidation + Next Steps,M08-L006,Placeholder Lesson 006,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M08,Consolidation + Next Steps,M08-L007,Placeholder Lesson 007,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M08,Consolidation + Next Steps,M08-L007,Placeholder Lesson 007,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M08,Consolidation + Next Steps,M08-L008,Placeholder Lesson 008,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M08,Consolidation + Next Steps,M08-L008,Placeholder Lesson 008,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M08,Consolidation + Next Steps,M08-L009,Placeholder Lesson 009,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M08,Consolidation + Next Steps,M08-L009,Placeholder Lesson 009,BACKLOG,Grammar,TBD (grammar scope not defined yet)
M08,Consolidation + Next Steps,M08-L010,Placeholder Lesson 010,BACKLOG,Word/Phrase,TBD (lesson content not authored yet)
M08,Consolidation + Next Steps,M08-L010,Placeholder Lesson 010,BACKLOG,Grammar,TBD (grammar scope not defined yet)
